,age,height_cm,weight_kgs,positions,overall_rating,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_rating,club_position,national_team,national_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,interceptions,vision,penalties,marking,standing_tackle,sliding_tackle,tags
13894,26,175.26,69.9,"LB,LWB",70,1800000.0,5000.0,Left,1,2,3,High/ Medium,Lean,3000000.0,70.0,SUB,0,,71,53,66,70,48,69,63,65,54,72,74,72,77,59,72,64,63,75,60,59,63,51,58,64,69,70,0.0
13895,37,175.26,72.1,"LB,LWB,LM",70,200000.0,6000.0,Left,1,4,3,Medium/ Medium,Normal,300000.0,69.0,LB,0,,80,52,53,52,48,76,73,68,71,69,73,72,71,66,73,71,71,69,64,68,67,64,84,71,73,71,0.0
13896,32,187.96,88.0,CB,70,1000000.0,5000.0,Right,1,3,2,Medium/ Medium,Stocky,1500000.0,70.0,SUB,0,,39,45,73,55,49,34,34,23,63,55,41,51,34,63,32,71,55,50,94,55,63,36,50,69,69,65,1.0
13897,33,182.88,81.2,"CDM,CB",70,1000000.0,15000.0,Right,1,2,2,Low/ High,Normal,1800000.0,73.0,CDM,0,,49,48,63,68,54,57,61,59,65,59,47,40,54,68,62,66,80,75,78,59,71,59,55,69,74,70,0.0
13898,22,187.96,82.1,"CB,RB",70,2500000.0,7000.0,Right,1,3,2,Medium/ Medium,Normal,5500000.0,71.0,LCB,1,76.0,23,22,71,62,31,53,34,29,53,54,64,60,50,65,54,45,72,70,79,29,67,36,33,71,74,67,0.0
13899,29,172.72,76.2,"LM,LB,LW",70,1800000.0,8000.0,Left,1,3,3,High/ High,Normal,2500000.0,70.0,SUB,0,,67,63,47,67,51,73,75,70,69,67,78,73,71,65,72,71,50,65,62,72,68,61,59,37,54,58,0.0
13900,26,190.5,73.0,"CB,RB",70,1800000.0,5000.0,Right,1,3,2,Medium/ Medium,Normal,2900000.0,69.0,RCB,0,,60,40,72,64,49,57,33,31,62,62,54,67,60,67,47,60,65,72,77,53,71,59,37,70,69,67,0.0
13901,31,185.42,78.0,CB,70,1200000.0,3000.0,Left,1,2,2,Medium/ High,Normal,1900000.0,68.0,SUB,0,,39,18,82,50,27,16,22,21,42,44,50,50,51,63,70,57,84,70,88,45,64,33,44,68,70,66,0.0
13902,30,187.96,81.2,CB,70,1400000.0,8000.0,Right,1,3,2,High/ Medium,Normal,2700000.0,68.0,SUB,0,,54,36,68,63,43,55,48,58,62,62,63,68,60,67,63,69,68,83,84,39,67,56,49,71,67,68,0.0
13903,22,182.88,74.8,"ST,CF",70,2900000.0,12000.0,Right,1,3,3,Medium/ Medium,Lean,,70.0,RS,0,,61,70,71,64,60,72,62,61,56,70,68,69,71,69,65,70,74,68,65,62,29,57,68,40,22,21,0.0
13904,28,182.88,67.1,"CM,CAM",70,1800000.0,6000.0,Right,1,3,3,Medium/ Medium,Normal,2600000.0,69.0,RCM,0,,45,63,68,71,58,67,63,55,69,69,64,67,64,70,70,73,72,78,70,69,65,71,56,65,68,66,0.0
13905,34,187.96,87.1,CB,70,725000.0,5000.0,Left,1,2,2,Low/ Medium,Normal,1000000.0,71.0,LCB,0,,46,38,73,67,23,39,46,27,56,58,47,44,58,70,52,48,72,65,75,35,68,52,40,68,70,69,0.0
13906,29,175.26,73.9,"LB,LWB",70,1400000.0,5000.0,Left,1,3,3,Medium/ Medium,Stocky,2400000.0,70.0,LWB,0,,68,50,57,62,25,65,58,46,58,65,82,76,70,68,71,70,74,79,77,58,68,57,34,65,68,68,0.0
13907,22,193.04,84.8,CB,70,2400000.0,6000.0,Left,1,4,2,Medium/ Medium,Normal,,70.0,LCB,0,,37,21,71,63,27,41,27,30,50,53,58,66,33,65,36,45,64,74,86,25,68,38,39,71,67,62,1.0
13908,23,182.88,78.9,"ST,CAM",70,2800000.0,11000.0,Right,1,3,3,High/ High,Normal,4700000.0,72.0,ST,0,,53,72,69,66,52,71,61,51,60,72,64,66,62,64,65,69,70,68,76,65,23,49,59,44,17,18,0.0
13909,23,178.5,73.9,"CAM,CM",70,2400000.0,5000.0,Right,1,3,3,Medium/ High,Lean,,69.0,CAM,0,,67,60,57,71,66,70,59,64,69,72,69,67,69,67,77,75,46,72,65,71,60,74,69,55,53,48,0.0
13910,26,170.18,69.9,"CDM,CM",70,1900000.0,5000.0,Right,1,3,2,High/ High,Normal,2900000.0,68.0,LDM,0,,55,43,44,67,53,61,53,55,59,63,81,77,74,62,87,65,80,86,65,49,73,55,51,72,72,67,1.0
13911,27,190.5,89.8,ST,70,2100000.0,3000.0,Right,1,2,3,Medium/ Low,Normal,3000000.0,67.0,ST,0,,42,78,77,62,58,66,42,34,31,69,34,47,34,68,33,71,34,68,90,62,24,53,72,27,27,27,1.0
13912,25,187.96,84.8,"CDM,CB,CM",70,2100000.0,5000.0,Right,1,4,2,Medium/ High,Normal,4100000.0,67.0,LCM,0,,65,54,70,68,30,64,63,24,69,70,67,65,65,60,62,64,72,67,73,23,75,67,42,70,71,66,0.0
13913,32,195.58,73.0,"CDM,CM,CB",70,1200000.0,13000.0,Right,1,3,3,Medium/ Medium,Lean,2000000.0,67.0,LDM,0,,54,43,60,78,44,67,65,70,74,72,54,62,60,66,45,69,33,72,77,68,64,74,38,63,66,61,0.0
13914,31,172.72,64.0,"CDM,CM",70,,,Right,1,3,3,Medium/ Medium,Normal,,73.0,SUB,0,,52,56,53,74,74,63,69,54,71,70,74,72,79,66,70,62,53,72,45,69,73,70,47,68,68,67,0.0
13915,28,185.42,83.0,CB,70,1400000.0,1000.0,Right,1,2,2,Low/ High,Normal,3200000.0,73.0,RES,1,75.0,59,36,66,58,35,48,36,40,64,54,69,69,66,64,54,52,68,76,74,49,72,42,40,72,74,72,0.0
13916,25,175.26,69.9,"CAM,CM",70,2300000.0,5000.0,Right,1,4,3,Medium/ Medium,Normal,3400000.0,68.0,CAM,0,,71,64,52,70,55,71,72,67,73,70,64,68,74,66,76,75,59,62,52,72,58,75,72,55,58,52,0.0
13919,32,190.5,81.2,ST,70,1600000.0,6000.0,Right,1,2,3,Medium/ Medium,Lean,2600000.0,69.0,SUB,0,,36,65,74,69,72,68,62,69,50,70,52,55,69,66,69,69,67,70,85,65,33,56,70,32,18,20,0.0
13920,27,178.5,73.9,"RB,RM",70,1500000.0,14000.0,Right,1,3,2,Medium/ Medium,Lean,2900000.0,73.0,SUB,0,,77,51,65,67,54,67,41,42,61,62,71,73,72,67,71,53,66,65,64,52,66,67,62,70,71,71,0.0
13921,26,175.26,72.1,"RM,CAM",70,1900000.0,3000.0,Right,1,4,3,High/ Medium,Normal,2400000.0,64.0,RM,0,,68,65,41,63,57,69,74,70,63,67,83,85,85,61,74,75,45,85,75,72,45,63,62,44,55,45,0.0
13923,30,181.0,69.9,"RW,LW",70,1700000.0,5000.0,Right,1,3,4,High/ Medium,Lean,3700000.0,69.0,RW,0,,68,68,60,67,58,68,66,67,60,68,77,75,78,70,69,67,72,72,67,66,55,65,57,35,38,34,0.0
13924,25,172.72,68.0,"LB,CM,LW",70,1900000.0,4000.0,Left,1,2,3,Medium/ High,Lean,3000000.0,71.0,RES,0,,66,65,44,69,37,72,50,57,56,74,80,74,77,70,86,69,54,71,64,65,67,64,53,65,70,71,0.0
13925,30,181.0,79.8,"LB,LWB,CB",70,1300000.0,11000.0,Left,1,2,3,High/ Medium,Normal,2000000.0,73.0,LB,0,,73,50,56,65,58,66,69,63,64,68,67,72,67,69,64,72,70,69,71,65,71,68,50,71,68,69,0.0
13926,32,182.88,77.1,"ST,LW,LM,CF",70,1600000.0,8000.0,Right,1,3,3,High/ Medium,Normal,2000000.0,67.0,LS,0,,61,74,72,69,59,66,68,39,64,71,53,52,73,54,57,72,79,72,75,61,18,67,62,20,35,22,0.0
13927,29,170.18,64.9,"LB,LM",70,1400000.0,7000.0,Left,1,4,3,High/ Medium,Stocky,2900000.0,71.0,LB,0,,72,43,52,63,60,65,73,70,66,66,82,77,80,66,81,76,77,77,68,68,66,60,66,63,68,69,0.0
13928,27,182.88,71.2,"CDM,CB",70,1800000.0,5000.0,Right,1,3,2,Medium/ Medium,Lean,3300000.0,68.0,RCM,0,,49,29,71,71,34,53,46,33,69,67,65,53,56,68,45,49,66,70,69,34,69,45,40,73,70,68,0.0
13929,28,190.5,89.8,CB,70,1700000.0,21000.0,Right,1,2,2,Low/ High,Normal,3400000.0,73.0,RCB,0,,24,20,75,55,18,31,25,16,56,44,31,32,34,58,37,32,74,66,91,18,67,39,27,70,71,70,1.0
13930,21,178.5,69.9,"LM,LB",70,3900000.0,32000.0,Left,1,3,3,Medium/ Medium,Normal,,74.0,LB,0,,73,45,60,64,53,74,56,60,60,72,79,77,72,69,64,59,67,67,60,59,65,66,55,69,68,69,0.0
13931,27,181.0,76.2,"ST,RM",70,2100000.0,7000.0,Right,1,3,3,Medium/ Medium,Normal,3900000.0,68.0,LM,0,,46,69,68,48,62,70,52,38,37,71,81,81,75,52,68,70,51,64,75,68,14,40,54,37,24,28,0.0
13932,36,187.96,76.2,"CM,CAM",70,750000.0,4000.0,Right,2,4,3,High/ Medium,Lean,1300000.0,68.0,CAM,0,,71,65,59,72,60,68,72,70,72,72,47,42,62,70,63,69,60,67,66,69,57,73,70,56,55,50,0.0
13933,22,187.96,82.1,CB,70,2500000.0,6000.0,Right,1,2,2,Low/ Medium,Lean,4300000.0,70.0,CB,0,,29,27,76,64,35,30,30,37,57,55,51,61,47,68,35,50,60,79,81,28,72,42,49,71,69,63,0.0
13934,26,195.58,96.2,CB,70,1900000.0,10000.0,Right,1,3,2,Medium/ Medium,Normal,3000000.0,68.0,SUB,0,,31,28,77,60,29,35,27,22,46,50,31,33,34,65,33,50,34,35,94,24,66,51,38,67,70,65,2.0
13935,26,170.18,63.0,CAM,70,2200000.0,8000.0,Right,1,3,3,Medium/ Medium,Normal,4600000.0,71.0,RES,0,,60,61,39,70,65,71,63,38,64,73,73,72,75,63,87,70,58,70,49,68,60,70,59,45,42,38,0.0
13936,21,178.5,76.2,"CM,CDM",70,2700000.0,7000.0,Left,1,4,3,Medium/ Medium,Normal,4400000.0,78.0,SUB,0,,71,43,50,74,33,68,67,64,75,73,64,66,68,71,74,69,63,72,67,55,67,70,56,68,66,62,0.0
13937,25,175.26,73.9,ST,70,2400000.0,7000.0,Right,1,2,4,Medium/ Medium,Normal,3100000.0,67.0,RS,0,,50,69,63,64,60,69,63,49,48,69,89,90,88,65,63,70,85,76,72,66,29,60,72,24,31,22,0.0
13938,26,193.04,92.1,CB,70,2000000.0,14000.0,Right,1,3,2,Medium/ High,Normal,3900000.0,72.0,RCB,0,,20,25,68,63,33,39,26,20,59,46,56,54,44,55,34,50,61,74,85,34,68,25,37,70,72,74,0.0
13939,36,172.72,68.0,LB,70,200000.0,3000.0,Left,1,4,3,High/ Medium,Lean,300000.0,69.0,LB,0,,63,61,54,67,62,66,67,62,59,67,77,76,77,72,74,66,72,87,53,56,65,62,59,67,68,68,0.0
13940,35,185.42,81.2,"RB,RWB",70,500000.0,13000.0,Right,1,3,2,Medium/ Medium,Normal,950000.0,74.0,SUB,0,,72,41,62,73,44,55,45,46,71,61,77,78,61,64,57,43,62,78,79,42,63,62,61,72,68,67,0.0
13941,19,170.18,67.1,LB,70,2200000.0,3000.0,Left,1,3,3,High/ High,Normal,3600000.0,75.0,SUB,0,,64,34,42,63,36,70,36,35,52,70,85,83,80,64,83,58,81,72,67,39,63,52,46,65,70,74,0.0
13942,24,185.42,79.8,CB,70,2000000.0,3000.0,Right,1,3,2,Low/ Medium,Normal,4400000.0,70.0,RCB,0,,33,25,64,60,33,43,34,31,55,52,56,52,45,66,58,56,72,49,77,34,71,30,45,76,69,67,0.0
13943,23,190.5,87.1,CB,70,2500000.0,20000.0,Left,1,3,2,Low/ High,Lean,5000000.0,74.0,RCB,0,,40,33,73,54,35,40,30,30,55,60,55,61,54,61,52,52,71,65,75,25,63,34,38,75,73,73,0.0
13944,34,175.26,73.9,"CDM,CM",70,550000.0,6000.0,Left,2,3,3,Medium/ High,Stocky,880000.0,73.0,SUB,0,,59,49,59,77,58,67,80,70,76,72,52,50,74,67,79,70,76,62,69,64,67,66,59,66,65,59,0.0
13945,31,178.5,68.0,"CDM,CM",70,1200000.0,21000.0,Left,1,2,3,High/ Medium,Normal,2300000.0,71.0,RES,0,,68,68,72,65,71,66,58,67,69,67,55,54,59,65,73,87,81,73,80,73,71,62,72,67,69,66,0.0
13946,27,170.18,63.0,"CAM,RM,LM",70,2000000.0,4000.0,Right,1,4,3,High/ Medium,Normal,2700000.0,66.0,RM,0,,65,59,46,69,59,73,70,67,65,70,76,75,77,67,83,68,53,73,59,69,47,66,57,58,49,44,0.0
13947,24,181.0,66.2,"RM,LM",70,2300000.0,5000.0,Right,1,3,3,Medium/ Medium,Lean,,71.0,LM,0,,68,68,44,64,43,74,74,40,41,72,84,82,78,73,77,70,59,72,65,65,12,58,51,20,14,12,0.0
13948,30,181.0,73.0,"CM,CDM",70,1700000.0,5000.0,Right,1,3,3,Medium/ Medium,Normal,3600000.0,69.0,CDM,0,,67,58,56,74,58,72,74,66,73,69,66,51,72,65,67,76,71,71,65,74,68,65,54,73,69,63,0.0
13949,28,175.26,69.9,"LB,LM",70,1400000.0,5000.0,Left,1,3,3,High/ Medium,Normal,2200000.0,69.0,LB,0,,64,70,53,68,70,69,68,72,65,70,80,77,75,71,77,72,72,83,71,71,69,70,71,67,65,66,0.0
13951,33,181.0,79.8,CB,70,1000000.0,2000.0,Right,1,3,2,Medium/ Medium,Stocky,1400000.0,67.0,RCB,0,,56,31,70,56,28,59,27,34,55,61,58,63,66,69,67,45,80,67,73,34,67,34,40,65,73,70,0.0
13952,30,187.96,73.9,"RM,LM,CDM,CM",70,1700000.0,1000.0,Right,1,3,3,Medium/ Medium,Normal,2300000.0,67.0,RM,0,,74,65,46,68,54,71,46,38,62,71,76,75,70,62,78,65,65,71,75,69,68,70,40,60,66,64,0.0
13954,24,185.42,76.2,"CAM,CM",70,2400000.0,7000.0,Right,1,4,3,Medium/ Medium,Lean,3600000.0,68.0,CAM,0,,66,51,55,70,73,70,72,71,67,72,66,71,64,65,60,75,63,72,68,70,40,76,66,34,29,29,0.0
13955,26,193.04,88.0,CB,70,2000000.0,7000.0,Right,1,3,2,Medium/ Medium,Normal,3600000.0,67.0,RCB,0,,46,36,69,60,42,38,39,54,63,53,33,31,41,57,34,69,30,51,90,43,73,40,52,74,70,69,1.0
13956,29,181.0,78.0,"RM,ST,RW",70,1700000.0,3000.0,Right,1,4,3,High/ Low,Normal,,67.0,SUB,0,,63,62,61,66,61,74,65,57,54,66,91,90,82,63,72,66,70,78,61,61,36,56,65,52,28,35,1.0
13957,31,181.0,78.9,LB,70,1300000.0,9000.0,Left,2,2,2,High/ Medium,Stocky,2600000.0,69.0,LB,0,,65,56,67,64,54,62,70,36,65,65,73,72,60,57,68,76,73,75,74,55,66,56,48,70,75,76,0.0
13958,23,187.96,83.0,CB,70,2000000.0,5000.0,Right,1,2,2,Medium/ Medium,Lean,4400000.0,70.0,RCB,0,,38,31,70,55,33,44,38,31,44,54,35,49,39,70,40,47,67,68,83,35,67,37,44,70,71,65,0.0
13959,36,182.88,77.1,ST,70,825000.0,4000.0,Right,1,3,3,High/ High,Normal,1200000.0,69.0,RS,0,,53,73,69,59,74,64,65,61,46,69,50,45,58,73,56,76,69,79,65,65,46,61,72,49,48,44,0.0
13960,22,182.88,79.8,"LB,CB",70,2200000.0,4000.0,Left,1,3,3,Medium/ Medium,Normal,4300000.0,69.0,LB,0,,55,48,67,68,34,64,54,28,65,66,72,77,60,66,50,65,87,75,78,55,70,33,47,67,71,70,0.0
13961,23,185.42,83.9,ST,70,2500000.0,9000.0,Left,1,3,3,Medium/ Medium,Normal,4200000.0,74.0,SUB,0,,59,71,68,59,70,64,51,45,52,68,68,73,68,67,73,67,67,67,75,63,24,52,63,32,30,24,0.0
13962,25,181.0,73.9,"CDM,CM",70,2000000.0,12000.0,Right,1,3,3,Medium/ Medium,Normal,,69.0,SUB,0,,51,52,58,73,48,66,56,55,70,66,64,69,76,70,72,65,54,80,71,62,69,66,57,64,65,60,0.0
13963,26,167.64,68.0,"CM,CDM",70,2100000.0,6000.0,Right,1,3,3,High/ High,Normal,3700000.0,69.0,CDM,0,,52,48,45,73,32,67,68,49,67,72,58,73,70,64,83,70,50,86,60,63,72,68,57,68,68,51,1.0
13964,24,175.26,64.9,ST,70,2400000.0,3000.0,Left,1,4,3,Medium/ Medium,Normal,3400000.0,65.0,ST,0,,59,71,75,60,61,64,51,40,47,63,75,70,69,69,72,71,90,54,77,56,21,57,70,23,21,18,0.0
13965,26,182.88,73.0,"RB,RWB",70,1700000.0,12000.0,Right,1,3,2,Medium/ Medium,Lean,3200000.0,74.0,RB,0,,67,44,63,66,50,59,46,27,53,64,67,68,65,67,67,55,73,67,62,43,71,45,60,71,72,74,0.0
13966,25,170.18,62.1,RB,70,1900000.0,5000.0,Right,1,2,3,High/ Medium,Normal,4000000.0,70.0,RB,0,,66,41,48,64,56,70,67,38,53,71,85,90,79,70,82,65,72,89,37,61,62,49,46,61,65,66,0.0
13967,22,182.88,68.9,CB,70,2100000.0,21000.0,Right,1,3,2,High/ Medium,Lean,3800000.0,75.0,RES,0,,63,30,70,60,35,60,40,35,57,60,75,75,60,69,67,40,75,68,75,37,70,33,48,69,72,70,0.0
13968,27,175.26,68.9,LB,70,1500000.0,9000.0,Left,1,3,3,Medium/ Medium,Lean,2900000.0,71.0,SUB,0,,70,35,54,63,38,71,43,57,57,69,79,83,76,65,75,54,70,81,58,48,62,50,55,68,66,67,0.0
13969,26,182.88,76.2,ST,70,2300000.0,8000.0,Right,1,4,3,High/ Medium,Normal,,68.0,SUB,0,,56,69,75,64,72,66,54,35,51,67,67,68,63,69,62,73,71,70,70,64,41,61,72,21,38,28,0.0
13970,24,187.96,88.9,CB,70,2100000.0,6000.0,Right,1,4,2,Low/ High,Lean,3000000.0,68.0,RCB,0,,32,19,75,54,24,32,52,47,44,37,37,46,33,64,33,36,77,64,86,17,71,48,35,65,72,70,1.0
13972,28,178.5,71.2,ST,70,1900000.0,7000.0,Right,1,3,3,Medium/ Medium,Normal,4000000.0,71.0,SUB,0,,33,75,69,55,65,62,66,41,32,65,75,67,74,69,72,74,62,57,63,68,18,59,67,20,19,18,0.0
13974,27,178.5,73.9,ST,70,2200000.0,4000.0,Right,1,3,3,High/ Medium,Lean,,68.0,SUB,0,,56,72,62,62,64,65,64,58,52,72,77,80,74,64,73,65,67,79,69,56,20,57,66,21,15,14,0.0
13975,24,182.88,69.9,"RB,CB",70,2000000.0,13000.0,Right,1,2,2,Low/ High,Lean,,76.0,SUB,0,,58,12,70,58,49,60,50,30,56,65,69,73,67,70,67,59,70,69,69,48,72,32,27,72,73,72,0.0
13976,25,182.88,69.9,ST,70,2300000.0,9000.0,Right,1,3,3,Medium/ Low,Normal,3600000.0,71.0,SUB,0,,49,70,68,69,66,68,54,44,38,67,73,71,74,65,66,70,74,68,71,66,12,50,63,13,14,15,0.0
13977,27,178.5,77.1,LM,70,1900000.0,13000.0,Right,1,2,4,Medium/ Medium,Normal,3300000.0,74.0,SUB,0,,69,54,51,73,67,75,70,64,58,70,70,65,79,68,80,63,54,66,59,59,43,71,59,25,32,28,0.0
13978,25,181.0,64.9,CM,70,2200000.0,5000.0,Right,1,4,3,High/ Medium,Lean,2900000.0,68.0,RCM,0,,61,63,54,70,59,68,58,63,68,70,68,76,74,74,73,66,65,75,32,69,61,73,52,62,59,55,0.0
13979,23,178.5,72.1,"RB,RM",70,1900000.0,1000.0,Right,1,2,3,High/ Medium,Lean,4400000.0,72.0,RB,0,,71,41,54,67,49,69,63,45,70,70,83,81,61,67,71,60,68,74,65,51,67,58,54,59,69,70,0.0
13980,27,175.26,68.9,"CAM,CM",70,2100000.0,5000.0,Right,1,3,3,Medium/ Medium,Normal,3600000.0,68.0,RES,0,,63,59,57,72,61,73,68,61,73,71,76,68,75,70,73,65,49,68,57,62,54,72,58,40,60,49,0.0
13981,29,185.42,82.1,CB,70,1400000.0,5000.0,Right,1,3,2,Medium/ Medium,Stocky,2100000.0,69.0,RCB,0,,32,22,74,63,34,48,49,46,58,54,42,44,60,61,42,61,81,64,86,35,69,43,49,67,66,62,0.0
13982,22,175.26,73.9,RW,70,2400000.0,5000.0,Right,1,3,4,Medium/ Low,Normal,4000000.0,68.0,SUB,0,,67,69,53,64,65,73,61,43,62,74,82,84,78,64,75,72,59,70,70,66,23,63,41,35,23,21,0.0
13983,23,170.18,64.9,"LW,RW",70,2400000.0,11000.0,Right,1,2,3,Medium/ Low,Lean,3700000.0,72.0,LW,0,,71,54,41,66,73,76,81,75,66,71,83,78,87,64,81,80,78,61,53,77,39,63,57,31,39,37,0.0
13984,25,170.18,60.8,"LW,CAM,RW,LM",70,2300000.0,1000.0,Right,1,4,3,High/ Medium,Normal,5000000.0,68.0,SUB,0,,61,63,61,80,54,75,37,57,76,67,88,87,78,50,75,63,82,66,75,46,61,73,61,42,70,63,0.0
13985,25,182.88,68.9,"RM,LM",70,2300000.0,6000.0,Right,1,4,4,High/ Low,Lean,4900000.0,71.0,RM,0,,70,59,67,68,67,74,75,43,55,74,72,73,71,65,66,72,69,71,69,62,37,68,52,22,39,31,0.0
13986,28,175.26,73.9,CB,70,1600000.0,8000.0,Right,1,2,2,Low/ High,Normal,2800000.0,68.0,SUB,0,,60,21,74,64,32,59,30,34,61,60,62,65,69,67,74,66,84,66,70,20,68,29,46,70,73,69,0.0
13987,30,185.42,76.2,LB,70,1300000.0,10000.0,Left,1,3,3,High/ Medium,Lean,3000000.0,71.0,LB,0,,73,52,67,66,56,73,75,48,66,72,78,75,63,67,68,58,66,79,76,58,67,68,51,62,67,63,0.0
13988,25,178.5,78.0,"ST,LM,CAM",70,2300000.0,8000.0,Left,1,3,3,High/ Medium,Normal,,67.0,RS,0,,60,73,59,67,59,73,46,40,57,70,79,78,75,65,68,73,67,67,71,67,36,65,59,34,35,33,0.0
13989,26,178.5,68.0,"LW,CAM",70,2100000.0,3000.0,Right,1,3,3,High/ Medium,Normal,,71.0,RCM,0,,64,70,55,69,62,70,65,60,65,70,76,80,80,66,65,73,69,72,54,73,30,63,60,55,40,35,0.0
13990,27,178.5,77.1,CB,70,1700000.0,6000.0,Right,1,4,2,Medium/ Medium,Normal,2600000.0,71.0,SUB,0,,54,50,71,69,57,58,55,42,68,64,72,51,55,56,55,52,84,74,72,50,68,45,41,69,70,69,0.0
13991,29,193.04,84.8,CB,70,1400000.0,8000.0,Right,1,2,2,Low/ Medium,Lean,,69.0,RCB,0,,20,21,75,52,17,50,28,27,50,51,54,53,56,62,33,43,70,65,86,34,70,24,38,62,76,72,1.0
13992,38,187.96,82.1,CDM,70,240000.0,7000.0,Right,1,3,2,Medium/ High,Normal,528000.0,74.0,SUB,0,,59,55,68,71,47,62,46,68,68,67,33,33,43,66,47,79,72,52,83,69,70,67,63,72,72,62,0.0
13993,22,178.5,74.8,ST,70,2800000.0,9000.0,Right,1,3,3,Medium/ Medium,Normal,6100000.0,71.0,SUB,0,,49,71,66,66,68,70,48,54,40,69,79,79,78,66,71,65,69,65,67,64,13,65,72,35,11,12,0.0
13994,36,190.5,82.1,CB,70,,,Right,1,2,2,Low/ Medium,Normal,,72.0,RCB,0,,48,43,68,59,43,49,52,51,62,53,30,30,34,66,59,70,80,55,84,53,76,60,52,76,63,58,0.0
13996,25,198.12,91.2,ST,70,2300000.0,9000.0,Left,1,3,3,Medium/ Low,Normal,3600000.0,74.0,SUB,0,,56,70,73,65,64,64,46,48,37,66,62,66,50,69,32,70,65,67,91,65,28,57,67,34,29,16,1.0
13997,23,181.0,76.2,CB,70,2400000.0,7000.0,Left,1,3,2,Medium/ Medium,Normal,4000000.0,73.0,LCB,1,71.0,34,24,70,60,30,46,27,25,52,54,67,69,55,60,53,42,83,72,70,20,72,33,34,68,73,71,0.0
13998,24,182.88,78.0,"CDM,CM",70,2100000.0,12000.0,Right,1,3,3,Medium/ High,Normal,4500000.0,71.0,SUB,0,,54,52,68,73,45,63,49,33,69,72,67,64,69,57,67,67,57,69,76,50,66,64,51,66,71,73,0.0
13999,23,175.26,68.0,"ST,RM",70,2800000.0,2000.0,Right,1,3,3,Medium/ Medium,Lean,4300000.0,68.0,ST,0,,48,69,49,73,71,74,49,60,58,72,77,78,85,72,77,66,61,76,63,68,44,70,66,55,42,34,0.0
14000,23,182.88,72.1,"CDM,CM,CB",70,2300000.0,22000.0,Right,1,3,3,Medium/ Medium,Lean,4700000.0,72.0,SUB,1,71.0,43,53,72,69,45,66,49,36,66,66,63,64,58,69,63,66,78,61,76,58,71,62,43,73,72,72,0.0
14001,30,185.42,77.1,"RB,LM,RM",70,1300000.0,5000.0,Right,2,3,2,High/ High,Lean,1900000.0,67.0,RB,0,,71,66,39,68,57,61,69,57,66,65,65,71,60,70,54,66,33,90,68,64,71,66,26,66,66,71,1.0
14002,27,178.5,77.1,CDM,70,1800000.0,2000.0,Right,1,3,3,Medium/ High,Normal,2700000.0,72.0,SUB,0,,55,30,64,73,31,63,59,60,70,68,68,59,69,70,69,67,69,84,66,61,74,62,36,62,64,59,0.0
14003,25,178.5,76.2,"RB,RM,LB",70,1800000.0,3000.0,Right,1,2,3,High/ Medium,Normal,3000000.0,68.0,SUB,0,,66,49,42,68,33,63,52,41,68,63,80,90,80,67,72,51,83,92,77,47,55,51,47,72,65,66,0.0
14004,28,187.96,87.1,ST,70,1800000.0,16000.0,Right,2,3,2,Medium/ Low,Normal,3500000.0,75.0,RES,0,,46,71,75,61,66,61,51,52,58,63,50,63,56,72,54,72,67,49,76,64,40,63,69,25,42,30,0.0
14006,29,172.72,69.9,"LB,LWB",70,1400000.0,8000.0,Left,2,3,3,High/ Medium,Lean,2500000.0,68.0,SUB,0,,72,58,48,68,58,71,59,63,64,72,78,71,79,70,79,66,82,78,59,59,68,66,56,66,69,68,0.0
14007,19,193.04,78.9,CB,70,2600000.0,4000.0,Right,1,3,2,Medium/ Medium,Normal,4100000.0,78.0,SUB,0,,33,55,66,68,42,60,66,71,65,65,65,68,59,63,57,83,72,69,76,68,67,57,37,68,73,70,0.0
14008,32,181.0,78.0,CB,70,1200000.0,13000.0,Right,1,2,2,Low/ Medium,Normal,,69.0,RCB,0,,32,40,70,59,28,40,32,28,45,53,54,54,39,69,61,42,76,54,79,39,67,32,40,70,71,71,0.0
14009,36,172.72,69.9,CM,70,750000.0,2000.0,Right,1,3,3,High/ Medium,Normal,1200000.0,69.0,LCM,0,,68,51,50,69,51,71,61,59,65,70,80,77,81,72,81,70,84,76,71,65,72,76,60,56,62,64,0.0
14010,28,170.18,68.9,ST,70,1800000.0,30000.0,Right,1,3,3,High/ Medium,Lean,,70.0,ST,0,,61,69,66,64,67,70,67,65,46,72,82,76,78,68,79,69,71,71,57,67,53,70,70,35,48,35,0.0
14011,26,178.5,76.2,RB,70,1800000.0,4000.0,Right,1,3,3,High/ High,Normal,3300000.0,71.0,SUB,0,,71,39,61,67,37,69,65,57,64,67,75,73,73,64,67,65,75,76,65,56,68,64,49,66,68,69,0.0
14012,19,175.26,68.9,RB,70,3300000.0,6000.0,Right,1,3,3,High/ Medium,Normal,8199999.999999999,72.0,RB,0,,57,39,52,67,41,70,50,32,56,70,84,82,83,65,83,46,52,80,56,36,63,50,27,72,73,68,0.0
